order_id,customer_id,staff_id,table_number,order_datetime,total_amount
1240,1439,13,18,2023-03-01 03:00:00,86.11
1241,1722,15,20,2023-04-01 07:00:00,88.23
1242,1879,22,13,2023-03-31 08:00:00,51.54
1243,1270,5,5,2023-04-01 07:00:00,55.49
1244,1973,3,1,2023-09-03 11:00:00,51.11
1245,1108,8,22,2023-09-30 08:00:00,69.02
1246,207,20,18,2023-02-18 14:00:00,59.87
1247,151,10,14,2023-05-29 23:00:00,107.86
1248,668,13,5,2023-04-29 09:00:00,86.6
1249,528,3,6,2023-03-19 22:00:00,108.85
1250,165,22,24,2023-05-01 06:00:00,88.01
1251,917,8,16,2023-01-07 15:00:00,116.81
1252,1999,9,22,2023-10-29 19:00:00,79.93
1253,1169,22,21,2023-06-06 19:00:00,115.99
1254,1010,21,12,2023-02-13 23:00:00,27.4
1255,37,12,20,2023-01-14 21:00:00,15.77
1256,333,11,18,2023-05-30 20:00:00,73.7
1257,403,2,2,2023-11-13 23:00:00,118.18
1258,414,18,23,2023-02-26 18:00:00,55.94
1259,45,9,21,2023-02-08 13:00:00,33.32
1260,1426,2,23,2023-08-18 23:00:00,67.37
1261,206,2,13,2023-04-12 19:00:00,81.37
1262,62,3,17,2023-06-15 20:00:00,44.67
1263,420,16,17,2023-10-30 12:00:00,88.62
1264,868,19,16,2023-03-01 03:00:00,117.26
1265,1492,4,21,2023-01-03 11:00:00,108.67
1266,820,23,18,2023-04-16 04:00:00,42.07
1267,19,25,8,2023-06-08 05:00:00,45.94
1268,365,18,3,2023-03-07 18:00:00,50.87
1269,1324,20,17,2023-10-28 01:00:00,53.4
1270,1031,25,18,2023-01-30 11:00:00,21.04
1271,1785,18,23,2023-12-07 05:00:00,93.82
1272,428,10,6,2023-08-08 21:00:00,50.19
1273,1141,11,8,2023-03-16 04:00:00,106.78
1274,580,17,23,2023-04-11 13:00:00,111.96
1275,1531,24,13,2023-11-19 22:00:00,12.69
1276,546,25,8,2023-04-01 01:00:00,118.74
1277,1730,23,19,2023-01-13 20:00:00,88.1
1278,325,24,6,2023-08-15 15:00:00,67.24
1279,55,20,23,2023-06-29 11:00:00,52.85
1280,778,16,15,2023-04-09 12:00:00,67.04
1281,992,20,10,2023-01-08 16:00:00,45.71
1282,42,13,17,2023-08-10 20:00:00,78.5
1283,1321,2,1,2023-08-17 11:00:00,20.23
1284,1997,24,7,2023-01-11 05:00:00,78.32
1285,231,2,13,2023-12-18 06:00:00,40.29
1286,453,25,3,2023-12-07 23:00:00,11.94
1287,1914,14,19,2023-09-04 20:00:00,70.8
1288,394,4,15,2023-01-22 15:00:00,73.63
1289,1546,17,5,2023-06-12 19:00:00,56.92
1290,1382,13,11,2023-01-12 12:00:00,17.95
1291,1468,4,22,2023-08-01 13:00:00,108.27
1292,1152,3,18,2023-07-10 13:00:00,77.26
1293,691,12,3,2023-07-11 19:00:00,22.73
1294,1429,22,6,2023-06-18 21:00:00,66.2
1295,392,23,3,2023-10-11 20:00:00,64.7
1296,1217,8,5,2023-09-11 01:00:00,16.64
1297,604,2,9,2023-01-06 21:00:00,76.75
1298,881,6,19,2023-03-13 13:00:00,98.92
1299,1767,22,13,2023-11-01 17:00:00,92.39
1300,1102,10,6,2023-08-27 02:00:00,32.33
1301,85,12,11,2023-01-17 15:00:00,104.85
1302,1054,21,21,2023-07-18 11:00:00,47.68
1303,1749,10,21,2023-09-18 15:00:00,114.12
1304,49,10,14,2023-01-10 22:00:00,17.89
1305,1801,23,6,2023-05-14 23:00:00,63.48
1306,1169,3,6,2023-11-11 05:00:00,75.68
1307,69,20,17,2023-06-01 23:00:00,37.24
1308,1082,10,11,2023-08-14 08:00:00,94.85
1309,697,9,15,2023-09-22 04:00:00,78.96
1310,1598,20,9,2023-04-12 05:00:00,11.99
1311,479,19,21,2023-06-02 04:00:00,76.92
1312,820,14,17,2023-09-20 19:00:00,64.06
1313,1469,2,24,2023-08-03 04:00:00,31.56
1314,1320,5,7,2023-04-30 22:00:00,119.53
1315,1702,20,7,2023-03-05 23:00:00,108.69
1316,1195,8,21,2023-12-30 15:00:00,42.18
1317,1599,7,1,2023-09-18 14:00:00,69.52
1318,147,6,8,2023-02-09 12:00:00,44.82
1319,1508,11,5,2023-06-14 05:00:00,95.3
1320,1330,12,19,2023-10-03 03:00:00,112.34
1321,1697,18,8,2023-12-26 09:00:00,49.47
1322,1677,19,17,2023-02-28 11:00:00,98.61
1323,1870,10,19,2023-11-22 19:00:00,64.82
1324,1016,25,12,2023-05-27 07:00:00,53.62
1325,609,25,23,2023-05-03 07:00:00,113.23
1326,446,21,15,2023-07-23 06:00:00,66.14
1327,221,14,4,2023-11-09 18:00:00,61.42
1328,1579,3,23,2023-11-13 07:00:00,83.97
1329,1969,18,12,2023-07-30 20:00:00,38.74
1330,1828,24,13,2023-05-19 21:00:00,45.73
1331,1402,15,14,2023-03-08 18:00:00,112.53
1332,1644,6,5,2023-12-17 20:00:00,84.64
1333,1290,10,22,2023-04-02 12:00:00,100.93
1334,95,12,16,2023-01-05 14:00:00,39.82
1335,262,7,7,2023-09-08 23:00:00,69.82
1336,1849,17,15,2023-06-23 07:00:00,116.85
1337,897,1,13,2023-06-11 03:00:00,45.06
1338,1095,18,16,2023-11-15 09:00:00,27.65
1339,1978,15,12,2023-07-28 12:00:00,66.2
1340,219,19,7,2023-12-08 20:00:00,52.66
1341,1557,1,16,2023-10-22 21:00:00,27.55
1342,92,5,23,2023-05-16 21:00:00,107.74
1343,127,15,23,2023-01-28 14:00:00,118.98
1344,80,3,13,2023-05-22 06:00:00,72.54
1345,1848,1,23,2023-05-06 18:00:00,95.21
1346,1262,8,3,2023-03-21 06:00:00,104.49
1347,983,12,15,2023-06-23 19:00:00,87.11
1348,1396,22,3,2023-01-14 16:00:00,14.86
1349,916,25,7,2023-09-20 07:00:00,27.34
1350,486,19,18,2023-06-10 06:00:00,17.81
1351,694,25,14,2023-01-10 08:00:00,11.09
1352,25,25,18,2023-04-16 00:00:00,43.66
1353,156,12,19,2023-12-03 00:00:00,53.16
1354,1541,13,14,2023-06-04 18:00:00,36.51
1355,632,1,20,2023-04-11 07:00:00,17.11
1356,1813,19,6,2023-10-06 11:00:00,68.28
1357,1554,6,8,2023-02-03 18:00:00,40.07
1358,1967,8,7,2023-10-09 08:00:00,97.56
1359,1734,4,20,2023-05-10 21:00:00,10.89
1360,1081,5,18,2023-07-18 21:00:00,102.68
1361,1629,25,18,2023-05-18 02:00:00,115.02
1362,19,22,15,2023-04-04 19:00:00,88.77
1363,1408,7,20,2023-07-14 05:00:00,90.7
1364,1889,23,22,2023-07-11 22:00:00,112.69
1365,1217,4,19,2023-09-25 13:00:00,33.0
1366,237,20,22,2023-05-08 04:00:00,119.4
1367,1411,4,21,2023-12-08 23:00:00,95.08
1368,1450,15,21,2023-07-05 11:00:00,89.92
1369,277,21,2,2023-07-25 05:00:00,49.72
1370,1251,5,8,2023-04-21 06:00:00,70.04
1371,745,24,21,2023-05-02 02:00:00,81.93
1372,552,9,11,2023-03-14 18:00:00,78.24
1373,1347,2,18,2023-06-29 13:00:00,87.55
1374,1177,7,23,2023-01-19 16:00:00,19.06
1375,639,17,13,2023-05-06 12:00:00,49.12
1376,237,16,9,2023-03-07 08:00:00,57.74
1377,998,17,9,2023-05-26 11:00:00,38.67
1378,55,20,17,2023-11-01 14:00:00,28.99
1379,1460,23,7,2023-10-14 19:00:00,25.28
1380,684,2,9,2023-09-07 08:00:00,50.3
1381,109,11,22,2023-10-23 08:00:00,64.28
1382,1890,2,1,2023-07-18 16:00:00,16.93
1383,1208,1,2,2023-02-14 08:00:00,114.11
1384,1975,2,4,2023-06-09 05:00:00,94.18
1385,1392,23,14,2023-03-01 20:00:00,90.39
1386,1222,9,4,2023-09-12 01:00:00,29.01
1387,1395,22,2,2023-04-14 11:00:00,76.42
1388,373,2,8,2023-11-18 15:00:00,68.27
1389,973,15,18,2023-07-20 00:00:00,118.07
1390,1521,10,19,2023-09-23 22:00:00,92.24
1391,1623,15,14,2023-07-21 05:00:00,73.33
1392,201,10,20,2023-09-14 09:00:00,103.59
1393,849,25,10,2023-04-27 10:00:00,27.06
1394,509,23,17,2023-11-14 04:00:00,11.67
1395,1346,17,8,2023-02-15 17:00:00,85.93
1396,275,9,14,2023-03-10 06:00:00,20.81
1397,211,18,21,2023-12-19 07:00:00,22.7
1398,504,4,23,2023-01-07 16:00:00,91.91
1399,1927,9,8,2023-09-04 02:00:00,39.76
1400,1142,16,5,2023-12-21 06:00:00,79.15
1401,703,4,16,2023-12-17 18:00:00,110.91
1402,1578,16,8,2023-12-19 16:00:00,44.81
1403,42,19,10,2023-10-23 01:00:00,33.89
1404,315,1,8,2023-07-03 20:00:00,21.72
1405,788,23,9,2023-05-12 13:00:00,24.35
1406,329,6,18,2023-04-08 10:00:00,16.84
1407,1041,10,3,2023-08-21 20:00:00,19.64
1408,283,16,17,2023-03-08 17:00:00,57.52
1409,943,4,20,2023-09-03 08:00:00,45.3
1410,258,22,15,2023-06-04 22:00:00,87.72
1411,575,22,21,2023-08-20 02:00:00,105.73
1412,574,13,17,2023-03-22 05:00:00,96.33
1413,612,16,8,2023-05-02 11:00:00,68.37
1414,1043,20,2,2023-10-15 10:00:00,21.27
1415,1553,6,17,2023-12-18 19:00:00,88.07
1416,837,11,18,2023-08-24 12:00:00,49.91
1417,423,24,5,2023-05-26 21:00:00,19.42
1418,1490,3,9,2023-10-31 02:00:00,102.67
1419,1397,20,9,2023-03-08 18:00:00,47.2
1420,758,10,2,2023-11-03 15:00:00,34.01
1421,763,1,2,2023-01-22 09:00:00,105.86
1422,1991,20,19,2023-12-26 17:00:00,109.23
1423,1105,11,23,2023-12-08 08:00:00,47.29
1424,1575,12,3,2023-09-28 21:00:00,49.03
1425,1572,14,17,2023-02-07 14:00:00,73.76
1426,424,25,14,2023-08-27 07:00:00,90.68
1427,429,8,14,2023-12-06 12:00:00,16.95
1428,1412,11,14,2023-04-07 17:00:00,75.27
1429,1945,4,6,2023-02-05 15:00:00,114.81
1430,1733,7,3,2023-02-12 09:00:00,38.83
1431,1694,10,1,2023-08-08 23:00:00,109.97
1432,204,19,16,2023-11-18 08:00:00,114.52
1433,196,25,4,2023-07-15 00:00:00,39.61
1434,728,4,1,2023-10-22 16:00:00,92.96
1435,285,2,17,2023-10-04 00:00:00,36.27
1436,1993,21,18,2023-01-09 03:00:00,91.14
1437,196,18,8,2023-07-15 14:00:00,97.72
1438,307,14,2,2023-07-13 19:00:00,37.19
1439,1688,16,18,2023-10-19 07:00:00,88.75
1440,14,22,16,2023-04-23 09:00:00,99.33
1441,1861,11,10,2023-02-14 01:00:00,49.44
1442,1170,10,8,2023-08-05 23:00:00,28.45
1443,1962,17,12,2023-04-27 08:00:00,20.12
1444,1081,14,22,2023-01-18 12:00:00,73.29
1445,723,22,16,2023-04-28 06:00:00,117.59
1446,780,4,12,2023-04-29 08:00:00,100.52
1447,1234,19,11,2023-02-12 23:00:00,57.94
1448,529,2,20,2023-11-15 07:00:00,69.03
1449,798,7,19,2023-03-04 03:00:00,40.75
1450,344,9,1,2023-07-27 07:00:00,27.94
1451,1739,19,3,2023-07-26 03:00:00,63.03
1452,1635,16,12,2023-01-22 05:00:00,60.99
1453,1303,22,9,2023-03-19 11:00:00,67.41
1454,209,25,21,2023-07-30 21:00:00,114.81
1455,641,16,22,2023-03-19 10:00:00,76.43
1456,1359,18,5,2023-08-22 15:00:00,76.63
1457,1312,23,1,2023-03-28 01:00:00,24.08
1458,252,21,10,2023-05-04 14:00:00,119.61
1459,1289,21,17,2023-10-10 05:00:00,95.01
1460,271,11,4,2023-11-25 20:00:00,106.49
1461,1948,7,15,2023-07-05 02:00:00,55.57
1462,920,9,19,2023-05-14 12:00:00,65.23
1463,1724,4,8,2023-01-24 23:00:00,67.43
1464,419,25,23,2023-01-09 06:00:00,31.35
1465,1750,13,15,2023-11-06 07:00:00,85.84
1466,795,25,7,2023-02-26 21:00:00,109.33
1467,1235,4,15,2023-11-23 10:00:00,28.01
1468,1389,19,8,2023-03-25 06:00:00,19.5
1469,1100,2,23,2023-08-11 22:00:00,91.2
1470,1684,9,10,2023-09-26 12:00:00,40.05
1471,1345,12,18,2023-02-12 08:00:00,78.62
1472,725,2,4,2023-05-31 18:00:00,86.53
1473,433,6,15,2023-01-02 01:00:00,45.41
1474,109,5,11,2023-06-05 04:00:00,99.67
1475,641,5,22,2023-05-25 02:00:00,70.5
1476,1546,20,3,2023-10-02 17:00:00,105.59
1477,1071,22,15,2023-12-27 22:00:00,93.96
1478,379,5,3,2023-10-31 08:00:00,105.54
1479,1851,4,15,2023-12-03 05:00:00,12.22
1480,1120,9,6,2023-07-17 18:00:00,36.79
1481,958,22,1,2023-11-13 05:00:00,19.9
1482,103,10,14,2023-10-18 18:00:00,58.63
1483,892,16,16,2023-05-07 17:00:00,107.9
1484,854,10,1,2023-11-20 13:00:00,61.43
1485,1170,10,21,2023-08-14 04:00:00,103.47
1486,1904,19,17,2023-01-24 19:00:00,45.99
1487,1966,10,8,2023-07-27 12:00:00,47.35
1488,1952,6,18,2023-12-24 05:00:00,108.51
1489,1051,17,16,2023-02-21 12:00:00,56.84
1490,1756,5,6,2023-04-10 04:00:00,96.87
1491,530,6,10,2023-10-27 01:00:00,36.03
1492,679,24,10,2023-03-05 05:00:00,114.37
1493,1969,15,5,2023-03-05 21:00:00,73.2
1494,989,25,12,2023-09-03 07:00:00,93.53
1495,1106,19,20,2023-11-24 11:00:00,19.85
1496,428,18,17,2023-05-26 09:00:00,64.19
1497,1608,4,14,2023-07-13 10:00:00,109.11
1498,822,8,14,2023-03-31 14:00:00,106.47
1499,1503,16,3,2023-08-10 15:00:00,15.15
1500,1790,24,12,2023-06-06 22:00:00,43.41
1501,1186,19,20,2023-07-26 16:00:00,58.77
1502,1863,20,18,2023-09-10 13:00:00,28.95
1503,932,3,12,2023-09-02 01:00:00,90.3
1504,1426,10,2,2023-07-06 23:00:00,30.3
1505,1532,2,2,2023-11-19 22:00:00,48.13
1506,1062,4,17,2023-02-14 21:00:00,82.96
1507,1979,6,10,2023-02-24 04:00:00,63.03
1508,511,11,18,2023-10-05 01:00:00,91.24
1509,393,14,22,2023-10-27 05:00:00,115.73
1510,713,16,19,2023-12-06 02:00:00,22.82
1511,494,21,21,2023-04-16 09:00:00,88.05
1512,1224,19,1,2023-05-16 20:00:00,35.34
1513,1279,2,24,2023-01-16 03:00:00,55.59
1514,1203,25,4,2023-02-05 05:00:00,13.61
1515,547,17,4,2023-05-07 08:00:00,24.95
1516,594,9,2,2023-02-25 07:00:00,45.18
1517,389,17,19,2023-12-24 15:00:00,47.62
1518,1422,15,21,2023-05-16 15:00:00,108.95
1519,1756,7,12,2023-08-03 00:00:00,91.6
1520,158,22,10,2023-10-24 04:00:00,116.94
1521,1028,23,13,2023-05-15 21:00:00,75.9
1522,167,19,22,2023-08-25 04:00:00,36.59
1523,1492,3,23,2023-09-21 00:00:00,46.04
1524,960,1,20,2023-08-16 17:00:00,45.18
1525,409,4,23,2023-01-21 18:00:00,45.91
1526,1436,18,15,2023-09-10 14:00:00,84.03
1527,1228,8,3,2023-05-03 16:00:00,68.39
1528,194,19,23,2023-11-28 08:00:00,52.4
1529,235,23,20,2023-09-02 00:00:00,26.4
1530,718,23,13,2023-11-23 14:00:00,12.44
1531,1174,25,8,2023-09-11 05:00:00,34.07
1532,1183,6,7,2023-01-06 15:00:00,21.82
1533,1303,1,24,2023-06-18 01:00:00,96.4
1534,816,8,8,2023-10-07 04:00:00,22.37
1535,404,1,18,2023-06-21 09:00:00,89.67
1536,893,19,9,2023-09-30 18:00:00,52.42
1537,678,11,6,2023-12-16 20:00:00,18.07
1538,1335,21,4,2023-07-11 10:00:00,99.4
1539,68,24,15,2023-01-24 09:00:00,73.76
1540,1487,25,5,2023-08-14 00:00:00,35.93
1541,88,15,5,2023-11-02 13:00:00,108.41
1542,217,23,7,2023-05-19 02:00:00,14.98
1543,1,25,9,2023-06-15 00:00:00,32.2
1544,1159,11,7,2023-04-03 03:00:00,92.73
1545,1721,19,9,2023-04-09 19:00:00,88.03
1546,1375,21,20,2023-10-18 14:00:00,41.82
1547,140,10,10,2023-04-22 17:00:00,16.82
1548,618,24,4,2023-04-27 22:00:00,104.39
1549,133,12,6,2023-04-04 23:00:00,44.51
1550,1644,1,24,2023-09-23 22:00:00,31.53
1551,178,24,14,2023-07-24 03:00:00,66.77
1552,810,7,9,2023-05-12 15:00:00,110.12
1553,1382,17,1,2023-08-24 16:00:00,14.79
1554,380,10,17,2023-03-02 12:00:00,94.24
1555,908,6,13,2023-04-07 18:00:00,72.97
1556,1895,17,24,2023-10-23 17:00:00,56.8
1557,658,18,7,2023-03-15 16:00:00,91.85
1558,450,5,9,2023-09-12 00:00:00,116.24
1559,586,18,11,2023-08-05 01:00:00,35.21
1560,463,17,3,2023-02-18 17:00:00,25.8
1561,990,22,12,2023-07-16 06:00:00,110.42
1562,1132,16,21,2023-10-02 14:00:00,83.58
1563,122,8,3,2023-01-17 02:00:00,58.18
1564,17,24,15,2023-04-12 06:00:00,73.06
1565,1220,13,21,2023-02-28 13:00:00,92.02
1566,327,24,10,2023-01-06 03:00:00,95.03
1567,318,16,1,2023-06-16 13:00:00,111.19
1568,809,11,14,2023-09-04 05:00:00,56.95
1569,1503,6,20,2023-06-12 08:00:00,42.28
1570,1276,3,6,2023-12-03 02:00:00,80.36
1571,503,1,2,2023-01-31 07:00:00,55.73
1572,119,18,23,2023-10-21 07:00:00,75.41
1573,1698,5,8,2023-11-18 11:00:00,56.2
1574,710,13,1,2023-06-02 22:00:00,26.83
1575,1522,10,4,2023-02-17 13:00:00,61.64
1576,1510,5,4,2023-06-17 23:00:00,86.0
1577,45,14,5,2023-12-23 06:00:00,97.92
1578,314,17,20,2023-06-05 22:00:00,64.27
1579,1203,1,9,2023-04-29 12:00:00,28.18
1580,1918,25,23,2023-04-03 03:00:00,55.62
1581,418,2,13,2023-02-10 12:00:00,96.49
1582,556,7,18,2023-01-16 00:00:00,55.41
1583,1807,10,17,2023-04-20 16:00:00,86.62
1584,1102,20,1,2023-05-13 22:00:00,65.79
1585,326,7,22,2023-07-26 04:00:00,36.53
1586,1714,24,15,2023-03-09 16:00:00,97.58
1587,1381,16,2,2023-03-15 04:00:00,19.26
1588,1440,5,16,2023-11-22 18:00:00,67.74
1589,1987,12,20,2023-08-02 07:00:00,32.98
1590,515,17,22,2023-09-09 02:00:00,17.38
1591,214,16,5,2023-12-18 08:00:00,65.32
1592,1878,20,22,2023-10-18 15:00:00,64.95
1593,74,16,19,2023-02-10 15:00:00,87.76
1594,1587,19,5,2023-06-29 22:00:00,91.92
1595,1603,15,2,2023-09-04 19:00:00,90.06
1596,509,12,7,2023-04-07 09:00:00,55.05
1597,332,21,3,2023-02-02 19:00:00,79.49
1598,1117,10,17,2023-04-12 04:00:00,73.46
1599,688,22,24,2023-10-05 16:00:00,56.37
1600,657,2,24,2023-11-08 19:00:00,75.69
1601,1543,7,3,2023-02-26 19:00:00,114.2
1602,1293,13,13,2023-06-14 23:00:00,31.22
1603,1400,3,7,2023-03-14 21:00:00,109.63
1604,1858,15,24,2023-10-05 23:00:00,15.88
1605,1028,1,3,2023-01-23 12:00:00,43.92
1606,1162,3,15,2023-11-15 02:00:00,41.7
1607,1255,25,18,2023-12-20 10:00:00,78.9
1608,600,10,10,2023-06-13 23:00:00,24.43
1609,1553,15,23,2023-06-14 22:00:00,107.06
1610,1076,22,7,2023-06-10 19:00:00,101.14
1611,1670,6,9,2023-12-02 10:00:00,81.73
1612,1747,20,5,2023-08-11 03:00:00,60.43
1613,325,15,20,2023-12-08 15:00:00,112.63
1614,992,24,8,2023-03-11 01:00:00,101.38
1615,1994,21,14,2023-09-15 17:00:00,64.92
1616,1929,7,4,2023-07-04 12:00:00,87.21
1617,1755,25,20,2023-10-29 13:00:00,72.36
1618,717,21,14,2023-02-13 07:00:00,74.67
1619,723,5,12,2023-03-30 04:00:00,46.41
1620,277,4,2,2023-06-17 10:00:00,60.83
1621,536,22,13,2023-11-11 10:00:00,18.59
1622,1510,18,1,2023-03-18 00:00:00,49.31
1623,1540,3,20,2023-05-28 06:00:00,86.54
1624,152,17,7,2023-10-05 22:00:00,114.85
1625,955,18,9,2023-12-10 22:00:00,115.94
1626,1507,18,17,2023-12-19 04:00:00,71.13
1627,259,24,21,2023-05-29 19:00:00,76.73
1628,324,24,23,2023-05-14 00:00:00,30.43
1629,1017,2,13,2023-07-26 09:00:00,86.48
1630,869,13,23,2023-06-28 03:00:00,17.77
1631,1192,22,10,2023-01-15 18:00:00,41.32
1632,688,15,16,2023-07-29 13:00:00,83.52
1633,310,5,6,2023-04-26 14:00:00,44.13
1634,803,3,16,2023-01-25 12:00:00,15.48
1635,1503,5,11,2023-01-26 04:00:00,101.51
1636,1080,5,20,2023-12-15 13:00:00,44.14
1637,620,5,3,2023-01-15 17:00:00,16.94
1638,473,3,9,2023-08-15 10:00:00,18.23
1639,1320,3,15,2023-01-19 01:00:00,37.69
1640,461,20,13,2023-12-19 02:00:00,29.58
1641,1348,23,10,2023-02-06 03:00:00,95.17
1642,814,18,20,2023-08-29 04:00:00,45.39
1643,846,20,24,2023-01-17 09:00:00,98.52
1644,1165,4,13,2023-06-06 10:00:00,29.12
1645,667,1,17,2023-07-02 02:00:00,64.22
1646,262,16,7,2023-07-08 09:00:00,85.68
1647,1809,8,6,2023-11-17 19:00:00,81.72
1648,1444,17,13,2023-07-10 18:00:00,76.12
1649,1768,8,17,2023-12-17 05:00:00,111.73
1650,1265,7,15,2023-03-30 14:00:00,35.14
1651,355,25,4,2023-12-14 02:00:00,64.31
1652,1873,8,15,2023-06-24 17:00:00,107.24
1653,770,21,14,2023-06-15 00:00:00,18.57
1654,1785,24,21,2023-01-28 15:00:00,16.15
1655,1613,12,11,2023-04-29 00:00:00,35.66
1656,180,16,24,2023-07-10 14:00:00,79.63
1657,66,12,4,2023-09-23 11:00:00,38.59
1658,820,19,3,2023-11-14 16:00:00,30.93
1659,1372,10,2,2023-09-20 04:00:00,60.47
1660,171,7,20,2023-08-04 17:00:00,77.5
1661,474,12,10,2023-12-15 01:00:00,37.34
1662,534,20,13,2023-10-19 22:00:00,43.08
1663,1391,5,20,2023-05-13 10:00:00,77.49
1664,1131,16,21,2023-08-20 02:00:00,114.03
1665,439,9,23,2023-07-07 02:00:00,84.22
1666,835,7,18,2023-07-24 00:00:00,96.12
1667,227,20,21,2023-01-08 17:00:00,50.35
1668,1468,22,16,2023-07-13 21:00:00,39.95
1669,442,14,11,2023-03-24 12:00:00,59.97
1670,396,11,10,2023-07-09 05:00:00,98.78
1671,728,7,9,2023-11-22 08:00:00,60.19
1672,1605,10,12,2023-02-04 13:00:00,103.14
1673,84,9,19,2023-05-27 15:00:00,118.76
1674,1639,4,1,2023-11-30 16:00:00,17.92
1675,1575,16,18,2023-09-04 05:00:00,15.0
1676,1037,10,14,2023-02-21 01:00:00,26.45
1677,1833,19,22,2023-08-29 14:00:00,52.28
1678,1849,24,21,2023-04-29 12:00:00,24.41
1679,693,17,1,2023-11-03 03:00:00,105.77
1680,493,9,17,2023-04-24 21:00:00,12.55
1681,1292,13,11,2023-07-04 04:00:00,44.74
1682,1549,1,20,2023-06-16 12:00:00,30.32
1683,1144,2,15,2023-03-12 08:00:00,112.47
1684,970,13,4,2023-04-12 23:00:00,83.64
1685,353,24,15,2023-02-06 03:00:00,110.32
1686,1081,9,22,2023-10-17 16:00:00,116.96
1687,40,7,22,2023-09-11 12:00:00,64.68
1688,1910,16,14,2023-12-18 07:00:00,35.78
1689,1360,19,22,2023-08-10 01:00:00,31.31
1690,640,7,1,2023-12-10 07:00:00,34.52
1691,173,6,9,2023-06-18 17:00:00,87.95
1692,1571,18,7,2023-05-25 01:00:00,14.45
1693,259,19,23,2023-05-15 12:00:00,15.65
1694,1912,11,11,2023-02-22 00:00:00,76.9
1695,517,12,23,2023-02-18 15:00:00,80.63
1696,730,10,2,2023-05-26 10:00:00,83.18
1697,523,13,2,2023-03-21 01:00:00,50.91
1698,1918,12,6,2023-04-01 19:00:00,98.65
1699,839,21,23,2023-09-06 03:00:00,68.7
1700,117,10,19,2023-04-24 08:00:00,21.6
1701,184,20,20,2023-03-22 23:00:00,97.68
1702,1930,18,14,2023-09-04 08:00:00,114.84
1703,1898,4,3,2023-11-17 06:00:00,16.6
1704,1140,24,7,2023-06-04 00:00:00,53.05
1705,162,5,7,2023-04-28 17:00:00,63.63
1706,1603,5,4,2023-12-17 14:00:00,26.11
1707,1736,12,23,2023-03-14 18:00:00,105.45
1708,543,3,5,2023-01-23 01:00:00,41.26
1709,1611,8,17,2023-09-24 00:00:00,96.13
1710,1261,22,4,2023-12-13 21:00:00,83.81
1711,839,2,23,2023-07-06 22:00:00,75.79
1712,1090,18,13,2023-01-05 05:00:00,31.14
1713,1094,9,16,2023-06-05 03:00:00,34.28
1714,1833,13,16,2023-04-24 16:00:00,15.21
1715,447,7,2,2023-04-17 01:00:00,36.48
1716,416,10,18,2023-04-17 14:00:00,48.0
1717,532,9,1,2023-10-13 06:00:00,101.65
1718,441,22,18,2023-02-09 12:00:00,50.3
1719,738,15,8,2023-07-25 16:00:00,93.01
1720,1970,5,11,2023-03-27 13:00:00,58.34
1721,464,12,24,2023-01-09 01:00:00,96.34
1722,1945,1,24,2023-11-01 08:00:00,117.39
1723,396,12,15,2023-05-04 07:00:00,36.38
1724,711,22,16,2023-12-07 14:00:00,104.86
1725,1575,6,17,2023-05-02 19:00:00,78.4
1726,1681,19,17,2023-05-15 23:00:00,99.9
1727,1581,19,12,2023-06-11 01:00:00,81.67
1728,395,16,10,2023-12-09 21:00:00,56.63
1729,326,19,20,2023-07-10 06:00:00,35.09
1730,1917,3,6,2023-10-02 19:00:00,17.7
1731,1943,23,8,2023-08-22 17:00:00,68.91
1732,1115,10,13,2023-05-14 21:00:00,118.94
1733,750,18,2,2023-08-01 20:00:00,91.18
1734,1094,13,19,2023-03-16 07:00:00,46.01
1735,1190,18,22,2023-12-12 14:00:00,100.99
1736,642,3,10,2023-08-31 22:00:00,94.59
1737,214,23,4,2023-08-31 23:00:00,40.98
1738,1876,3,12,2023-01-02 17:00:00,11.57
1739,1625,23,18,2023-09-16 17:00:00,23.0
1740,1359,25,7,2023-02-14 05:00:00,106.5
1741,1788,12,20,2023-06-03 17:00:00,102.02
1742,369,20,24,2023-11-13 11:00:00,42.47
1743,1885,7,24,2023-10-11 15:00:00,41.37
1744,1608,25,23,2023-06-16 13:00:00,97.22
1745,1701,24,4,2023-01-14 13:00:00,113.15
1746,49,8,7,2023-10-28 05:00:00,95.71
1747,1076,9,10,2023-02-16 16:00:00,76.61
1748,1313,14,15,2023-01-05 11:00:00,36.69
1749,1814,5,12,2023-09-20 06:00:00,67.83
1750,1650,21,1,2023-08-05 09:00:00,35.69
1751,1263,19,20,2023-10-29 00:00:00,98.88
1752,133,21,18,2023-12-22 06:00:00,52.57
1753,999,16,16,2023-03-26 23:00:00,101.71
1754,786,24,5,2023-02-03 11:00:00,51.98
1755,1190,12,19,2023-02-01 22:00:00,100.66
1756,1398,21,4,2023-05-27 23:00:00,46.66
1757,373,4,6,2023-04-07 02:00:00,58.41
1758,1829,8,17,2023-03-04 00:00:00,77.7
1759,1502,7,7,2023-06-22 01:00:00,17.73
1760,1779,15,24,2023-04-09 21:00:00,114.3
1761,479,6,23,2023-05-18 21:00:00,73.1
1762,832,5,7,2023-10-12 18:00:00,65.86
1763,650,14,9,2023-08-27 23:00:00,102.33
1764,1615,21,13,2023-07-21 10:00:00,105.23
1765,682,13,20,2023-10-19 06:00:00,67.45
1766,1659,10,14,2023-06-15 23:00:00,112.0
